keyword,clientTime,serverTime,exTime,totalTime,resultLength,payloadSize,w1,w2
F19998#F16238,173,55,0,231,0,360,10,37
F19998#F16235,73,47,0,122,0,360,10,38
F19998#F16214,76,53,0,130,0,360,10,39
F19998#F16208,77,44,0,122,0,360,10,40
F19998#F16184,67,43,0,112,0,360,10,41
F19998#F16130,114,53,0,168,0,360,10,42
F19998#F16090,74,37,0,113,0,360,10,43
F19998#F16023,64,87,0,152,0,360,10,44
F19998#F15924,53,41,0,96,0,360,10,45
F19998#F15885,61,38,0,100,0,360,10,46
F19998#F15849,68,36,0,105,0,360,10,47
F19998#F15747,89,87,0,178,0,360,10,48
F19998#F15700,61,35,0,97,0,360,10,49
F19998#F15569,112,41,0,154,0,360,10,50
F19998#F15547,58,36,0,96,0,360,10,51
F19998#F15477,103,38,0,142,0,360,10,52
F19998#F15415,57,38,0,96,0,360,10,53
F19998#F15343,56,37,0,94,0,360,10,54
F19998#F15199,59,41,0,101,0,360,10,55
F19998#F15114,58,83,0,143,0,360,10,56
F19998#F15029,54,44,0,99,0,360,10,57
F19998#F15003,55,35,0,92,0,360,10,58
F19998#F14877,54,67,0,122,0,360,10,59
F19998#F14805,52,35,0,88,0,360,10,60
F19998#F14736,60,41,0,102,0,360,10,61
F19998#F14645,61,86,0,148,0,360,10,62
F19998#F14621,73,44,0,118,0,360,10,63
F19998#F14498,62,48,0,111,0,360,10,64
F19998#F14396,55,40,0,96,0,360,10,65
F19998#F14377,57,36,0,94,0,360,10,66
F19998#F14270,56,80,0,137,0,360,10,67
F19998#F14173,51,37,0,89,0,360,10,68
F19998#F14061,49,33,0,83,0,360,10,69
F19998#F13990,99,38,0,138,0,360,10,70
F19998#F13973,57,35,0,94,0,360,10,71
F19998#F13834,65,38,0,104,0,360,10,72
F19998#F13757,99,39,0,139,0,360,10,73
F19998#F13740,51,35,0,88,0,360,10,74
F19998#F13640,96,37,0,133,0,360,10,75
F19998#F13574,51,85,0,138,0,360,10,76
F19998#F13494,47,87,0,135,0,360,10,77
F19998#F13434,54,37,0,93,0,360,10,78
F19998#F13361,58,35,0,95,0,360,10,79
F19998#F13313,52,36,0,89,0,360,10,80
F19998#F13182,52,72,0,126,0,360,10,81
F19998#F13093,57,34,0,91,0,360,10,82
F19998#F13082,66,42,0,110,0,360,10,83
F19998#F13005,48,52,0,101,0,360,10,84
F19998#F12930,67,38,0,106,0,360,10,85
F19998#F12893,54,44,0,100,0,360,10,86
F19998#F12810,52,34,0,87,0,360,10,87
F19998#F12745,49,37,0,87,0,360,10,88
F19998#F12626,53,45,0,99,0,360,10,89
F19998#F12547,54,38,0,93,0,360,10,90
F19998#F12523,58,37,0,97,0,360,10,91
F19998#F12401,53,88,0,142,0,360,10,92
F19998#F12337,53,34,0,88,0,360,10,93
F19998#F12284,49,84,0,135,0,360,10,94
F19998#F12231,61,34,0,95,0,360,10,95
F19998#F12103,53,51,0,105,0,360,10,96
F19998#F12020,47,91,0,140,0,360,10,97
F19998#F11994,53,43,0,98,0,360,10,98
F19998#F11907,52,36,0,89,0,360,10,99
F19998#F11843,55,42,0,98,0,360,10,100
F19998#F11784,52,34,0,87,0,360,10,101
F19998#F11768,55,35,0,91,0,360,10,102
F19998#F11701,59,83,0,143,0,360,10,103
F19998#F11646,59,36,0,96,0,360,10,104
F19998#F11583,88,37,0,127,0,360,10,105
F19998#F11512,65,35,0,101,0,360,10,106
F19998#F11426,90,34,0,125,0,360,10,107
F19998#F11379,52,74,0,126,0,360,10,108
F19998#F11334,55,39,0,95,0,360,10,109
F19998#F11220,51,38,0,89,0,360,10,110
F19998#F11134,62,36,0,99,0,360,10,111
F19998#F11048,57,37,0,95,0,360,10,112
F19998#F11011,55,35,0,91,0,360,10,113
F19998#F10940,55,37,0,93,0,360,10,114
F19998#F10916,51,43,0,95,0,360,10,115
F19998#F10815,55,35,0,91,0,360,10,116
F19998#F10780,50,34,0,85,0,360,10,117
F19998#F10738,51,33,0,85,0,360,10,118
F19998#F10630,53,87,0,141,0,360,10,119
F19998#F10622,49,39,0,89,0,360,10,120
F19998#F10552,48,44,0,93,0,360,10,121
F19998#F10454,57,34,0,92,0,360,10,122
F19998#F10413,54,37,0,92,0,360,10,123
F19998#F10362,58,86,0,146,0,360,10,124
F19998#F10306,46,35,0,82,0,360,10,125
F19998#F10226,61,37,0,99,0,360,10,126
F19998#F10177,60,41,0,103,0,360,10,127
F19998#F10108,58,37,0,96,0,360,10,128
F19998#F10044,62,91,0,153,0,360,10,129
F19998#F10035,54,41,0,96,0,360,10,130
F19998#F9978,60,84,0,145,0,360,10,131
F19998#F9916,54,39,0,93,0,360,10,132
F19998#F9872,54,37,0,93,0,360,10,133
F19998#F9779,53,41,0,95,0,360,10,134
F19998#F9774,52,85,0,138,0,360,10,135
F19998#F9692,52,82,0,135,0,360,10,136
F19998#F9644,49,41,0,92,0,360,10,137
F19998#F9570,89,37,0,127,0,360,10,138
F19998#F9522,54,40,0,96,0,360,10,139
F19998#F9501,51,36,0,88,0,360,10,140
F19998#F9411,52,34,0,87,0,360,10,141
F19998#F9379,56,37,0,94,0,360,10,142
F19998#F9330,50,39,0,91,0,360,10,143
F19998#F9283,74,76,0,152,0,360,10,144
F19998#F9252,75,93,0,170,0,360,10,145
F19998#F9204,67,50,0,119,0,360,10,146
F19998#F9126,64,51,0,117,0,360,10,147
F19998#F9093,68,44,0,113,0,360,10,148
F19998#F9029,66,46,0,114,0,360,10,149
F19998#F8952,64,47,0,112,0,360,10,150
F19998#F8913,64,55,0,120,0,360,10,151
F19998#F8877,69,54,0,125,0,360,10,152
F19998#F8831,60,48,0,109,0,360,10,153
F19998#F8798,67,38,0,106,0,360,10,154
F19998#F8754,57,37,0,95,0,360,10,155
F19998#F8716,72,41,0,114,0,360,10,156
F19998#F8648,55,43,0,99,0,360,10,157
F19998#F8637,60,38,0,99,0,360,10,158
F19998#F8593,66,51,0,118,0,360,10,159
F19998#F8536,66,43,0,110,0,360,10,160
F19998#F8501,76,128,0,206,0,360,10,161
F19998#F8435,67,88,0,157,0,360,10,162
F19998#F8407,61,40,0,102,0,360,10,163
F19998#F8312,57,39,0,97,0,360,10,164
F19998#F8251,58,38,0,98,0,360,10,165
F19998#F8226,54,35,0,91,0,360,10,166
F19998#F8185,56,43,0,101,0,360,10,167
F19998#F8157,66,35,0,102,0,360,10,168
F19998#F8081,60,38,0,99,0,360,10,169
F19998#F8066,60,94,0,155,0,360,10,170
F19998#F8026,53,32,0,87,0,360,10,171
F19998#F7966,61,76,0,138,0,360,10,172
F19998#F7911,90,34,0,125,0,360,10,173
F19998#F7888,53,38,0,92,0,360,10,174
F19998#F7847,57,37,0,95,0,360,10,175
F19998#F7811,49,35,0,86,0,360,10,176
F19998#F7747,46,36,0,83,0,360,10,177
F19998#F7737,45,36,0,82,0,360,10,178
F19998#F7681,60,35,0,97,0,360,10,179
F19998#F7667,100,42,0,144,0,360,10,180
F19998#F7595,67,90,0,158,0,360,10,181
F19998#F7556,53,40,0,94,0,360,10,182
F19998#F7515,59,39,0,99,0,360,10,183
F19998#F7474,54,52,0,108,0,360,10,184
F19998#F7446,84,58,0,143,0,360,10,185
F19998#F7393,63,37,0,101,0,360,10,186
F19998#F7352,64,45,0,111,0,360,10,187
F19998#F7344,55,36,0,92,0,360,10,188
F19998#F7302,54,35,0,90,0,360,10,189
F19998#F7261,51,35,0,87,0,360,10,190
F19998#F7230,57,75,0,133,0,360,10,191
F19998#F7189,88,92,0,182,0,360,10,192
F19998#F7172,53,40,0,94,0,360,10,193
F19998#F7136,63,88,0,152,0,360,10,194
F19998#F7074,59,37,0,97,0,360,10,195
F19998#F7021,83,130,0,215,0,360,10,196
F19998#F7007,100,38,0,139,0,360,10,197
F19998#F6947,70,40,0,111,0,360,10,198
F19998#F6930,73,92,0,167,0,360,10,199
F19998#F6882,172,42,0,215,0,360,10,200
F19998#F6853,93,37,0,132,0,360,10,201
F19998#F6826,67,45,0,113,0,360,10,202
F19998#F6766,48,39,0,89,0,360,10,203
F19998#F6717,53,48,0,102,0,360,10,204
F19998#F6701,66,38,0,106,0,360,10,205
F19998#F6657,57,36,0,94,0,360,10,206
F19998#F6623,47,32,0,81,0,360,10,207
F19998#F6588,54,85,0,140,0,360,10,208
F19998#F6550,58,37,0,96,0,360,10,209
F19998#F6510,54,38,0,93,0,360,10,210
F19998#F6480,49,33,0,84,0,360,10,211
F19998#F6449,51,52,0,103,0,360,10,212
F19998#F6415,49,41,0,91,0,360,10,213
F19998#F6398,58,88,0,147,0,360,10,214
F19998#F6355,50,41,0,92,0,360,10,215
F19998#F6330,46,34,0,82,0,360,10,216
F19998#F6276,47,81,0,129,0,360,10,217
F19998#F6256,46,39,0,86,0,360,10,218
F19998#F6231,58,48,0,107,0,360,10,219
F19998#F6210,56,34,0,91,0,360,10,220
F19998#F6176,66,36,0,103,0,360,10,221
F19998#F6158,49,38,0,89,0,360,10,222
F19998#F6106,54,43,0,98,0,360,10,223
F19998#F6070,65,95,0,160,0,360,10,224
F19998#F6064,52,42,0,96,0,360,10,225
F19998#F6019,50,34,0,84,0,360,10,226
F19998#F5972,56,91,0,148,0,360,10,227
F19998#F5940,45,33,0,78,0,360,10,228
F19998#F5923,58,38,0,97,0,360,10,229
F19998#F5908,55,77,0,132,0,360,10,230
F19998#F5876,52,35,0,88,0,360,10,231
F19998#F5857,51,39,0,91,0,360,10,232
F19998#F5835,48,35,0,84,0,360,10,233
F19998#F5783,48,39,0,89,0,360,10,234
F19998#F5774,55,33,0,90,0,360,10,235
F19998#F5736,57,74,0,132,0,360,10,236
F19998#F5706,51,87,0,139,0,360,10,237
F19998#F5679,53,38,0,92,0,360,10,238
F19998#F5642,53,37,0,91,0,360,10,239
F19998#F5615,54,36,0,92,0,360,10,240
F19998#F5600,62,44,0,107,0,360,10,241
F19998#F5583,58,81,0,141,0,360,10,242
F19998#F5565,99,37,0,137,0,360,10,243
F19998#F5538,46,86,0,133,0,360,10,244
F19998#F5503,54,41,0,96,0,360,10,245
F19998#F5485,55,41,0,97,0,360,10,246
F19998#F5473,49,39,0,89,0,360,10,247
F19998#F5444,58,86,0,146,0,360,10,248
F19998#F5401,95,33,0,130,0,360,10,249
F19998#F5391,58,92,0,151,0,360,10,250
F19998#F5362,60,38,0,100,0,360,10,251
F19998#F5349,63,44,0,108,0,360,10,252
F19998#F5321,56,45,0,102,0,360,10,253
F19998#F5285,65,90,0,157,0,360,10,254
F19998#F5269,58,39,0,98,0,360,10,255
F19998#F5254,58,43,0,102,0,360,10,256
F19998#F5230,62,33,0,96,0,360,10,257
F19998#F5200,76,40,0,117,0,360,10,258
F19998#F5183,58,43,0,102,0,360,10,259
F19998#F5164,49,38,0,88,0,360,10,260
F19998#F5149,51,44,0,97,0,360,10,261
F19998#F5112,52,39,0,91,0,360,10,262
F19998#F5095,50,89,0,140,0,360,10,263
F19998#F5086,49,41,0,91,0,360,10,264
F19998#F5050,56,34,0,91,0,360,10,265
F19998#F5029,47,37,0,85,0,360,10,266
F19998#F5010,48,37,0,85,0,360,10,267
F19998#F4998,52,84,0,137,0,360,10,268
F19998#F4985,54,84,0,140,0,360,10,269
F19998#F4954,52,36,0,89,0,360,10,270
F19998#F4920,52,84,0,138,0,360,10,271
F19998#F4917,49,42,0,93,0,360,10,272
F19998#F4872,54,38,0,93,0,360,10,273
F19998#F4867,54,83,0,138,0,360,10,274
F19998#F4842,53,31,0,85,0,360,10,275
F19998#F4822,55,47,0,103,0,360,10,276
F19998#F4798,60,86,0,147,0,360,10,277
F19998#F4775,50,85,0,136,0,360,10,278
F19998#F4759,51,83,0,136,0,360,10,279
F19998#F4739,53,39,0,93,0,360,10,280
F19998#F4709,53,34,0,88,0,360,10,281
F19998#F4684,49,36,0,86,0,360,10,282
F19998#F4670,85,40,0,126,0,360,10,283
F19998#F4656,50,40,0,91,0,360,10,284
F19998#F4634,62,45,0,108,0,360,10,285
F19998#F4628,51,40,0,93,0,360,10,286
F19998#F4614,55,38,0,95,0,360,10,287
F19998#F4578,50,36,0,87,0,360,10,288
F19998#F4561,55,34,0,90,0,360,10,289
F19998#F4545,56,37,0,95,0,360,10,290
F19998#F4536,50,85,0,136,0,360,10,291
F19998#F4524,48,36,0,86,0,360,10,292
F19998#F4510,91,36,0,128,0,360,10,293
F19998#F4479,56,37,0,94,0,360,10,294
F19998#F4450,54,36,0,91,0,360,10,295
F19998#F4436,53,40,0,94,0,360,10,296
F19998#F4426,50,41,0,92,0,360,10,297
F19998#F4397,49,38,0,88,0,360,10,298
F19998#F4392,51,84,0,135,0,360,10,299
F19998#F4368,55,38,0,94,0,360,10,300
F19998#F4345,49,44,0,94,0,360,10,301
F19998#F4337,49,40,0,89,0,360,10,302
F19998#F4317,54,41,0,97,0,360,10,303
F19998#F4310,59,39,0,100,0,360,10,304
F19998#F4289,57,37,0,95,0,360,10,305
F19998#F4261,77,38,0,116,0,360,10,306
F19998#F4243,59,36,0,96,0,360,10,307
F19998#F4221,54,89,0,145,0,360,10,308
F19998#F4200,58,41,0,100,0,360,10,309
F19998#F4175,53,40,0,93,0,360,10,310
F19998#F4167,54,43,0,98,0,360,10,311
F19998#F4148,55,85,0,141,0,360,10,312
F19998#F4125,54,39,0,94,0,360,10,313
F19998#F4104,58,106,0,165,0,360,10,314
F19998#F4094,86,86,0,173,0,360,10,315
F19998#F4075,63,47,0,112,0,360,10,316
F19998#F4062,52,42,0,96,0,360,10,317
F19998#F4046,56,37,0,94,0,360,10,318
F19998#F4023,60,57,0,118,0,360,10,319
F19998#F4016,56,38,0,96,0,360,10,320
F19998#F3990,85,35,0,122,0,360,10,321
F19998#F3978,58,35,0,94,0,360,10,322
F19998#F3960,52,40,0,93,0,360,10,323
F19998#F3940,63,40,0,103,0,360,10,324
F19998#F3925,47,76,0,124,0,360,10,325
F19998#F3909,47,37,0,85,0,360,10,326
F19998#F3897,51,32,0,85,0,360,10,327
F19998#F3878,94,39,0,135,0,360,10,328
F19998#F3877,51,32,0,85,0,360,10,329
F19998#F3856,52,40,0,93,0,360,10,330
F19998#F3840,54,36,0,91,0,360,10,331
F19998#F3829,52,36,0,89,0,360,10,332
F19998#F3824,52,48,0,101,0,360,10,333
F19998#F3799,51,39,0,92,0,360,10,334
F19998#F3790,54,38,0,94,0,360,10,335
F19998#F3770,48,79,0,128,0,360,10,336
F19998#F3748,64,80,0,145,0,360,10,337
F19998#F3742,64,34,0,99,0,360,10,338
F19998#F3729,51,38,0,90,0,360,10,339
F19998#F3702,47,40,0,88,0,360,10,340
F19998#F3688,62,81,0,144,0,360,10,341
F19998#F3680,99,34,0,135,0,360,10,342
F19998#F3654,57,34,0,92,0,360,10,343
F19998#F3643,49,36,0,86,0,360,10,344
F19998#F3631,49,34,0,84,0,360,10,345
F19998#F3620,53,33,0,87,0,360,10,346
F19998#F3604,62,80,0,143,0,360,10,347
F19998#F3589,54,35,0,90,0,360,10,348
F19998#F3582,55,77,0,133,0,360,10,349
F19998#F3566,89,41,0,131,0,360,10,350
F19998#F3546,53,42,0,96,0,360,10,351
F19998#F3533,54,33,0,89,0,360,10,352
F19998#F3518,47,80,0,128,0,360,10,353
F19998#F3513,48,79,0,128,0,360,10,354
F19998#F3499,63,35,0,99,0,360,10,355
F19998#F3483,54,36,0,91,0,360,10,356
F19998#F3478,84,42,0,128,0,360,10,357
F19998#F3460,56,74,0,131,0,360,10,358
F19998#F3448,55,41,0,97,0,360,10,359
F19998#F3428,61,32,0,95,0,360,10,360
F19998#F3411,57,45,0,104,0,360,10,361
F19998#F3398,52,99,0,152,0,360,10,362
F19998#F3391,53,94,0,148,0,360,10,363
F19998#F3374,81,90,0,172,0,360,10,364
F19998#F3361,56,46,0,103,0,360,10,365
F19998#F3353,59,132,0,192,0,360,10,366
F19998#F3334,84,71,0,155,0,360,10,367
F19998#F3322,68,49,0,118,0,360,10,368
F19998#F3318,95,61,0,157,0,360,10,369
F19998#F3297,96,40,0,138,0,360,10,370
F19998#F3292,49,31,0,82,0,360,10,371
F19998#F3281,53,82,0,137,0,360,10,372
F19998#F3271,56,39,0,97,0,360,10,373
F19998#F3252,55,34,0,90,0,360,10,374
F19998#F3238,48,38,0,88,0,360,10,375
F19998#F3231,63,36,0,100,0,360,10,376
F19998#F3225,48,34,0,84,0,360,10,377
F19998#F3197,50,84,0,135,0,360,10,378
F19998#F3189,51,31,0,83,0,360,10,379
F19998#F3178,53,74,0,128,0,360,10,380
F19998#F3161,55,83,0,139,0,360,10,381
F19998#F3155,48,32,0,82,0,360,10,382
F19998#F3145,46,38,0,85,0,360,10,383
F19998#F3141,46,40,0,87,0,360,10,384
F19998#F3122,49,36,0,86,0,360,10,385
F19998#F3117,52,34,0,88,0,360,10,386
F19998#F3104,49,34,0,83,0,360,10,387
F19998#F3102,48,36,0,86,0,360,10,388
F19998#F3092,48,82,0,132,0,360,10,389
F19998#F3076,50,80,0,131,0,360,10,390
F19998#F3071,58,34,0,92,0,360,10,391
F19998#F3055,55,83,0,139,0,360,10,392
F19998#F3038,47,39,0,87,0,360,10,393
F19998#F3032,49,39,0,89,0,360,10,394
F19998#F3018,53,87,0,140,0,360,10,395
F19998#F3010,48,38,0,88,0,360,10,396
F19998#F3001,48,39,0,88,0,360,10,397
F19998#F2998,46,45,0,92,0,360,10,398
F19998#F2985,49,37,0,88,0,360,10,399
F19998#F2980,48,82,0,131,0,360,10,400
F19998#F2961,54,39,0,94,0,360,10,401
F19998#F2949,54,35,0,90,0,360,10,402
F19998#F2945,54,43,0,99,0,360,10,403
F19998#F2924,52,33,0,86,0,360,10,404
F19998#F2912,44,32,0,77,0,360,10,405
F19998#F2901,62,34,0,97,0,360,10,406
F19998#F2895,44,82,0,127,0,360,10,407
F19998#F2886,56,85,0,142,0,360,10,408
F19998#F2871,47,40,0,88,0,360,10,409
F19998#F2862,51,37,0,89,0,360,10,410
F19998#F2851,49,33,0,83,0,360,10,411
F19998#F2837,47,32,0,80,0,360,10,412
F19998#F2836,51,32,0,85,0,360,10,413
F19998#F2808,53,42,0,96,0,360,10,414
F19998#F2794,53,84,0,138,0,360,10,415
F19998#F2783,51,37,0,89,0,360,10,416
F19998#F2770,53,36,0,90,0,360,10,417
F19998#F2763,56,79,0,135,0,360,10,418
F19998#F2749,52,37,0,90,0,360,10,419
F19998#F2744,50,35,0,86,0,360,10,420
F19998#F2736,49,34,0,84,0,360,10,421
F19998#F2731,55,33,0,88,0,360,10,422
F19998#F2725,53,32,0,86,0,360,10,423
F19998#F2719,44,34,0,79,0,360,10,424
F19998#F2704,52,35,0,87,0,360,10,425
F19998#F2696,50,35,0,86,0,360,10,426
F19998#F2681,52,79,0,131,0,360,10,427
F19998#F2680,46,79,0,127,0,360,10,428
F19998#F2671,53,81,0,135,0,360,10,429
F19998#F2652,48,33,0,83,0,360,10,430
F19998#F2637,68,39,0,108,0,360,10,431
F19998#F2634,52,37,0,90,0,360,10,432
F19998#F2621,54,36,0,92,0,360,10,433
F19998#F2609,57,38,0,96,0,360,10,434
F19998#F2605,57,93,0,152,0,360,10,435
F19998#F2594,56,89,0,146,0,360,10,436
F19998#F2591,60,49,0,110,0,360,10,437
F19998#F2580,64,38,0,102,0,360,10,438
F19998#F2576,58,40,0,100,0,360,10,439
F19998#F2568,59,43,0,103,0,360,10,440
F19998#F2563,55,37,0,93,0,360,10,441
F19998#F2554,64,86,0,151,0,360,10,442
F19998#F2548,64,35,0,100,0,360,10,443
F19998#F2546,49,40,0,91,0,360,10,444
F19998#F2526,54,35,0,90,0,360,10,445
F19998#F2520,53,31,0,84,0,360,10,446
F19998#F2514,52,34,0,87,0,360,10,447
F19998#F2504,51,34,0,86,0,360,10,448
F19998#F2493,48,32,0,81,0,360,10,449
F19998#F2482,47,42,0,90,0,360,10,450
F19998#F2463,46,82,0,129,0,360,10,451
F19998#F2457,50,37,0,88,0,360,10,452
F19998#F2448,53,35,0,89,0,360,10,453
F19998#F2445,92,42,0,136,0,360,10,454
F19998#F2440,54,36,0,90,0,360,10,455
F19998#F2426,52,82,0,135,0,360,10,456
F19998#F2416,55,35,0,92,0,360,10,457
F19998#F2411,49,80,0,130,0,360,10,458
F19998#F2403,48,32,0,81,0,360,10,459
F19998#F2399,56,37,0,94,0,360,10,460
F19998#F2394,51,87,0,138,0,360,10,461
F19998#F2381,50,79,0,131,0,360,10,462
F19998#F2373,62,73,0,136,0,360,10,463
F19998#F2366,56,37,0,93,0,360,10,464
F19998#F2357,97,102,0,200,0,360,10,465
F19998#F2345,61,47,0,109,0,360,10,466
F19998#F2335,62,43,0,106,0,360,10,467
F19998#F2333,60,88,0,150,0,360,10,468
F19998#F2326,55,39,0,95,0,360,10,469
F19998#F2319,65,88,0,155,0,360,10,470
F19998#F2312,87,37,0,125,0,360,10,471
F19998#F2305,56,43,0,101,0,360,10,472
F19998#F2303,50,40,0,91,0,360,10,473
F19998#F2297,61,57,0,120,0,360,10,474
F19998#F2294,58,92,0,151,0,360,10,475
F19998#F2284,67,40,0,108,0,360,10,476
F19998#F2278,60,44,0,105,0,360,10,477
F19998#F2271,79,97,0,177,0,360,10,478
F19998#F2263,62,46,0,109,0,360,10,479
F19998#F2251,59,93,0,153,0,360,10,480
F19998#F2244,55,38,0,94,0,360,10,481
F19998#F2238,60,83,0,143,0,360,10,482
F19998#F2227,53,41,0,95,0,360,10,483
F19998#F2221,52,36,0,89,0,360,10,484
F19998#F2215,57,40,0,97,0,360,10,485
F19998#F2209,55,38,0,94,0,360,10,486
F19998#F2202,53,38,0,92,0,360,10,487
F19998#F2199,52,35,0,88,0,360,10,488
F19998#F2185,62,32,0,95,0,360,10,489
F19998#F2180,51,36,0,88,0,360,10,490
F19998#F2172,53,88,0,143,0,360,10,491
F19998#F2165,52,37,0,90,0,360,10,492
F19998#F2158,53,36,0,90,0,360,10,493
F19998#F2149,62,39,0,102,0,360,10,494
F19998#F2139,50,46,0,97,0,360,10,495
F19998#F2135,55,79,0,134,0,360,10,496
F19998#F2130,55,47,0,104,0,360,10,497
F19998#F2120,56,40,0,97,0,360,10,498
F19998#F2118,51,34,0,87,0,360,10,499
F19998#F2109,91,37,0,129,0,360,10,500
F19998#F2099,50,41,0,92,0,360,10,501
F19998#F2095,45,34,0,80,0,360,10,502
F19998#F2085,50,40,0,91,0,360,10,503
F19998#F2081,49,37,0,87,0,360,10,504
F19998#F2073,89,32,0,123,0,360,10,505
F19998#F2067,48,36,0,85,0,360,10,506
F19998#F2052,56,81,0,138,0,360,10,507
F19998#F2048,54,56,0,111,0,360,10,508
F19998#F2039,59,45,0,105,0,360,10,509
F19998#F2037,67,38,0,106,0,360,10,510
